Artist,Title songs,Popularity,label
Adele,Love Is A Game,85,2
Bring Me The Horizon,Can You Feel My Heart,81,4
Grateful Dead,"U.S. Blues - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",23,2
Yovie & Nuno,Tanpa Cinta,63,2
HyunA,Lip & Hip,61,0
Hwa Sa,I`m a B,73,0
Brett Eldredge,A Holly Jolly Christmas,0,2
The Macarons Project,Fly Me to the Moon,73,2
Tate McRae,you broke me first,87,2
Pierce The Veil,A Match Into Water,72,1
Red Velvet,Red Flavor,68,0
SEVENTEEN,CLAP,65,0
AGNEZ MO,F Yo Love Song,50,4
Bryson Tiller,No Longer Friends,55,4
Ciara,"One, Two Step (feat. Missy Elliott)",75,0
The Doobie Brothers,Take Me in Your Arms (Rock Me) (with Tyler Farr),24,1
The Moody Blues,Nights In White Satin - Live At Red Rocks/1982,25,1
Ramengvrl,CA$HMERE,43,4
Joey + Rory,How's The World Treating You,32,2
Rich Brian,Tresspass,47,4
The Statler Brothers,This World Is Not My Home,24,1
.Feast,Berita Kehilangan,55,4
Sheila On 7,Seberapa Pantas,63,0
Kunto Aji,Rehat,5,2
Hivi!,Orang Ke 3,55,2
People Under The Stairs,San Francisco Knights,58,0
Tony Joe White,Tony Joe White - What Does It Take (To Win Your Love) - Remastered Version,39,2
Chris Young,Famous Friends,72,0
SEVENTEEN,To you,70,4
Maroon 5,What Lovers Do,1,4
Ariana Grande,safety net (feat. Ty Dolla $ign),71,4
Etta James,A Sunday Kind Of Love,71,2
12mé,La folie,0,2
The Derailers,"Cold Beer, Hot Women & Cool Country Music",35,0
Nicki Minaj,Feeling Myself,67,1
Emancipator,Greenland,55,3
Perry Como,(There's No Place Like) Home for the Holidays - 1954 Version,61,2
Duke Ellington,In A Sentimental Mood,68,2
Neil Sedaka,Run Samson Run,26,2
Johann Sebastian Bach,"Cello Suite No. 6 in D Major, BWV 1012: V. Gavotte 1",0,3
Juice WRLD,Already Dead,88,4
TOMORROW X TOGETHER,Dear Sputnik,63,4
ITZY,WANNABE,76,0
Hudson Harris & Haim,For All We Know,56,3
Homicide (Indonesia),Semiotika Rajatega,24,1
Triumph,Bringing It on Home,20,4
Gene Watson,Old Loves Never Die,23,2
Madison Beer,Reckless,84,2
Raperin,Dilem Bimeşe - Yürü Gönlüm,12,2
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),77,4
J. Cole,No Role Modelz,86,4
Comethazine,SOLVED THE PROBLEM,73,0
David Frizzell,You'e the Reason God Made Oklahoma,43,2
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,73,0
KAI,Reason,61,0
Red Garland,I Know Why (And So Do You),59,3
Bill Evans Trio,My Foolish Heart,63,3
Bob Seger,Miami,36,0
Music Travel Love,I'm Gonna Be (500 Miles),54,1
Endank Soekamti,Tawuran Pelajar,13,0
Sage The Gemini,Gas Pedal,70,4
Mc Kresha,Blla Blla Blla,26,4
Bryson Tiller,502 Come Up,55,4
Norah Jones,Turn Me On,68,2
Matt Nathanson,Come On Get Higher,73,0
Betrand Peto Putra Onsu,Sahabat Tak Akan Pergi,58,2
The Band,"Down In The Flood - Live At The Academy Of Music, New York, 1971 / Remastered 2001",15,0
WOODZ,DIFFERENT,61,4
Carrie Underwood,Do-Re-Mi,20,2
Billy Squier,Rock Out/Punch Somebody,15,4
Cassie,Me & U,75,0
Clayton Anderson,Your Love Is Like Country Music,26,0
Counting Crows,Mr. Jones,77,0
Tory Lanez,Broke In A Minute,76,0
Devin Dawson,Honest to God,30,2
Dewa,Risalah Hati,62,4
CHUNG HA,PLAY (feat. Changmo),61,0
Dimas Pradipta,1 Year After,30,0
Jeremih,Down On Me,73,0
Afgan,say i'm sorry,47,4
Hollywood Undead,Everywhere I Go,69,0
Kesha,Die Young,80,0
BTS,N.O,62,1
Dr. Hook,Sharing The Night Together - Remastered,14,2
Tiësto,Don't Be Shy,91,0
Rick Springfield,Written in Rock,18,0
Sam Smith,Make It To Me,78,2
Rich Brian,Long Run,47,4
Natasha Midori,Broken Vessels,43,2
Eddie Money,Wanna Be A Rock 'N' Roll Star,17,0
TWICE,REWIND,67,2
Bryson Tiller,Still Yours (feat. Big Sean),57,4
Willie Nelson,Cruel World,54,2
Cavetown,Boys Will Be Bugs,76,4
Conan Gray,Telepath,78,0
Armada,Pergi Pagi Pulang Pagi,53,0
Payung Teduh,Resah,62,2
The Black Crowes,Hotel Illness,36,0
Dolly Parton,I Will Always Love You,19,2
Don Henley,The Boys Of Summer,77,0
Greta Van Fleet,Black Smoke Rising,70,0
San E,Again (feat. Errday),13,0
Johann Sebastian Bach,"Partita No. 6 in E Minor, BWV 830: VII. Gigue",0,3
Tom Petty and the Heartbreakers,Angel Dream (No. 4),47,1
Blue Öyster Cult,This Ain't the Summer of Love - Live,13,1
Johnny Cash,I Walk the Line,21,2
Outkast,Ms. Jackson,83,0
Sonny Clark,My Conception,53,3
SEVENTEEN,Pretty U,69,0
Eric Church,Heart On Fire,71,0
Dolly Parton,Jolene,21,2
Eric Church,Country Music Jesus,48,0
Rich Brian,Don't Care,48,4
Joe Hisaishi,Merry-Go-Round(人生のメリーゴーランド),68,3
Asleep At The Wheel,Tiger Rag (feat. Old Crow Medicine Show),24,2
Frédéric Chopin,"Nocturnes, Op. 15: No. 2 in F-Sharp Major",1,3
Ed Sheeran,2step,83,0
Like Father Like Son,Halloween Night,25,2
U2,With Or Without You - Remastered,80,4
Post Malone,Motley Crew,84,4
(G)I-DLE,HWAA,68,4
Muse,Uprising,77,4
Meat Loaf,Hot Patootie / Bless My Soul,38,0
Sammy Simorangkir,Sedang Apa Dan Dimana,61,2
Lovelyz,Rapunzel,17,1
SZA,Love Galore (feat. Travis Scott),79,4
The Outfield,Tonight You're Mine,28,1
Wolfgang Amadeus Mozart,"Andante in C Major, K. 315",0,3
AURORA,Runaway,76,2
STAYC,SLOW DOWN,60,0
Gavin DeGraw,Not Over You,70,4
Canaan Smith,Always And Forever,51,0
Terrace Martin,Love You Bad (feat. Phoelix),61,0
Loco,Don’t,64,2
Loverboy,Almost Paradise,24,2
Carole King,It's Too Late,14,2
Endank Soekamti,Tak Terlupakan,16,2
Ten2Five,Cik Cik Periook,16,0
Summer Walker,Ex For A Reason (with JT from City Girls),75,0
America,A Horse with No Name,77,2
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),91,0
Michael Bublé,The Christmas Song (Chestnuts Roasting on an Open Fire),60,2
Trans-Siberian Orchestra,Christmas Eve / Sarajevo 12/24 - Instrumental; 2016 Remaster,59,3
Don McLean,American Pie,77,2
Zainal Abidin,Orak Arek,1,0
Afgan,touch me - remix,49,0
BTS,dimple,69,0
Billy Joel,My Life,71,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 2 Evangelist: ""Es begab sich aber zu der Zeit""",0,2
Buffalo Springfield,Rock & Roll Woman - 2018 Remaster,12,2
Bladverk Band,Theme for Ruth,57,3
Charley Pride,New Patches,33,0
The Band,Atlantic City,64,0
HRVY,Personal,74,0
John Coltrane Quartet,Too Young To Go Steady,55,2
38 Special,Money Honey,21,0
Red Velvet,Russian Roulette,57,0
George Harrison,Down To The River (Rocking Chair Jam) - Session Outtakes And Jams / Take 1,24,2
The Macarons Project,Kiss Me - Live Acoustic,51,2
Tim McGraw,Want You Back,33,4
John Mayer,Gravity,73,2
Elvis Presley,Can't Help Falling in Love,78,2
Jaz,Berdua Bersama,57,2
Pretty Lights,One Day They'll Know (ODESZA Remix),57,4
Playboi Carti,Vamp Anthem,78,0
Jake Owen,Made For You,71,2
The Chainsmokers,Roses,76,4
Bad Company,Seagull - Live At Red Rocks,17,1
Rich Brian,Sometimes,25,4
Charley Crockett,Skip a Rope,38,3
Tai Verdes,A-O-K,75,0
Josh Turner,Your Man,74,0
Fergie,Glamorous,70,0
Drake,Chicago Freestyle (feat. Giveon),80,2
VICTON,What I Said,59,0
Tiësto,The Motto,86,4
Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,66,0
J. Cole,Wet Dreamz,81,0
Yura Yunita,Tutur Batin,65,2
Miles Davis,Blue in Green (feat. John Coltrane & Bill Evans),65,2
BTS,Not Today,71,1
K/DA,POP/STARS,75,4
The Bourbon Trio,Hill,56,3
Taylor Swift,cardigan,81,2
Palace Music,Viva Ultra,20,2
Ed Sheeran,Shivers,90,0
Eclat Story,Berakhir Sama,68,0
Lil Nas X,HOLIDAY,84,0
LMFAO,Shots,70,4
Owl City,Good Time,78,0
Blackstreet,No Diggity,77,0
Jimmy Buffett,Desdemona's Building A Rocket Ship,20,0
Animals As Leaders,The Problem of Other Minds,54,4
Grateful Dead,"Eyes of the World - Live at Boston Music Hall, November 30, 1973",19,3
Brett Eldredge,Phone Call to God,39,4
Young Dolph,1 Scale (feat. G Herbo),77,4
David Guetta,Sexy Bitch (feat. Akon),66,0
Troye Sivan,YOUTH,67,0
Seori,Dive with you (feat. eaJ),65,0
Grateful Dead,"China Cat Sunflower - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",18,3
Tiara Andini,365,63,2
Huey Lewis & The News,The Heart Of Rock & Roll - Single Edit,43,0
Noah,Separuh Aku,60,0
Wes Montgomery,Polka Dots And Moonbeams,54,3
INXS,Need You Tonight,66,0
JUNNY,AURA (feat. pH-1) (Prod. GXXD),57,4
XXXTENTACION,Jocelyn Flores,87,2
Susan Tedeschi,The Feeling Music Brings,18,0
The Moody Blues,The Story In Your Eyes - Live At Red Rocks/1992,12,1
Pasto,Tanya Hati,62,4
Alesso,Chasing Stars (feat. James Bay),76,4
Johann Sebastian Bach,"Wachet auf, ruft uns die Stimme, BWV 140: VII. Chorale, Gloria sei dir gesungen",0,2
Eric Church,"Mistress Named Music - Live At TD Garden, Boston, MA / January 28, 2017",26,1
Lil Skies,Lust,75,0
Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),81,4
WOODZ,WAITING,62,0
Bob Dylan,"Knockin' on Heaven's Door - Live at Sony Music Studios, New York, NY - November 1994",38,1
Faywltrs,For Real,28,0
ITZY,In the morning,77,0
ENHYPEN,Mixed Up,67,0
MEDUZA,Paradise (feat. Dermot Kennedy),84,4
Bob Wills & His Texas Playboys,Steel Guitar Rag,32,3
Wolfgang Amadeus Mozart,"Così fan tutte, K. 588: Soave sia il vento (Arr. for Piano)",0,3
AGNEZ MO,Overdose (feat. Chris Brown),44,1
Outkast,Hey Ya!,81,0
A Tribe Called Quest,Excursions,58,0
Living Room,Brazilian Sunset,60,3
Michael Bublé,Someday (feat. Meghan Trainor),60,0
Melanie Martinez,Play Date,82,2
Taylor Swift,Red (Taylor's Version),87,4
Billie Holiday,I'll Be Seeing You,66,2
Johann Sebastian Bach,"Magnificat in D Major, BWV 243: I. Magnificat anima mea Dominum",0,3
Azhr,Feel,41,2
Jeremih,Impatient,71,4
Rezan,Em Kurdin,2,0
Meghan Trainor,Me Too,76,0
Laura Bell Bundy,Serious,46,2
Darius,EQUILIBRIUM,61,3
T.I.,Live Your Life,76,4
Beach Bunny,Sports,75,4
Zephaniah OHora,Black & Blue,37,0
Metallica,One (Remastered),68,4
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",80,2
Okvsho,Rasheed,55,4
Ten2Five,I Will Fly - Alternate Version,59,2
Arief,Rela Kau Tinggalkan Aku,31,2
Jefferson Airplane,White Rabbit,72,2
Pamungkas,Queen of the Hearts,52,2
Three Days Grace,Animal I Have Become,73,4
Lorde,Liability,77,2
"Tyler, The Creator",See You Again (feat. Kali Uchis),83,0
Kanye West,Devil In A New Dress,77,4
aespa,aenergy,69,0
Stevie Nicks,I Sing for Things,36,0
Hailee Steinfeld,Most Girls,75,4
IU,eight(Prod.&Feat. SUGA of BTS),75,0
Geeder,Skylark,56,3
Agnes Monica,Matahariku,56,2
BTS,Dionysus,72,0
Potret,Salah,55,0
"Earth, Wind & Fire",Fantasy - Single Version,67,0
Music Travel Love,Lean on Me,54,0
Homicide (Indonesia),Illsurrekshun,18,4
Float,Pulang,55,2
Rich Brian,Arizona (feat. AUGUST 08),47,2
Music Travel Love,The Power of Love,55,2
Young Stoner Life,Ski,75,0
Tim McGraw,Kiss A Girl,21,2
Homicide (Indonesia),Megatukad,17,1
Country Joe & The Fish,Rock And Soul Music,27,1
Heart,Crazy On You - Remastered 1997,28,4
The Outfield,The Way It Should Be,26,2
Johnny Winter,"Tobacco Road - Live at The Woodstock Music & Art Fair, August 18, 1969",26,1
Andmesh,Cinta Luar Biasa,63,2
P1Harmony,SIREN,57,0
Johann Sebastian Bach,"Orchestral Suite No. 4 in D Major, BWV 1069: V. Réjouissance",0,3
Alec Benjamin,Let Me Down Slowly,85,2
Allman Brothers Band,Rocking Horse (Live),12,1
Recebim,Rap Rap,6,0
Music Travel Love,"Baby, Now That I've Found You",49,0
Pitbull,Hotel Room Service,73,0
Atlanta Rhythm Section,Imaginary Lover,19,4
Ludovico Einaudi,Giorni dispari,0,3
Krizz Kaliko,Girls Like That,54,4
Grateful Dead,"Friend of the Devil - Live at Radio City Music Hall, New York, NY 10/27/80; 2018 Remaster",22,1
Drake,Nice For What,78,0
BLACKPINK,Ice Cream (with Selena Gomez),69,0
Gabriel Latchin Trio,Lover Man,56,2
Monsta X,GAMBLER,63,0
Fuat Saka,Rap-Atma,35,0
Chris Stapleton,The Devil Named Music,56,4
24kGoldn,Prada (feat. Lil Tecca),78,0
Bob Seger,The Ring,25,4
Bryson Tiller,For However Long,57,2
Three Days Grace,Never Too Late,70,4
Endank Soekamti,Hilang,15,0
Tove Lo,Habits (Stay High),75,4
38 Special,You're The Captain,14,4
LouiVos,Gangland (feat. Kevin),24,0
Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261",0,3
Adele,Rolling in the Deep,83,0
Anarbor,18,71,0
Beach Bunny,Cloud 9,80,0
Rich Brian,Crisis (feat. 21 Savage),49,0
Mumford & Sons,I Will Wait,69,4
Wolfgang Amadeus Mozart,"Violin Concerto No. 1 in B-Flat Major, K. 207: II. Adagio",0,3
Francis Karel,You're Too Close (Acoustic),45,2
Terrace Martin,Sleepless Nights (feat. Phoelix),63,2
Carly Simon,You're So Vain,21,0
Stray Kids,"Sorry, I Love You",68,0
Tony Bennett,My Favorite Things,58,2
Homicide (Indonesia),Boombox Monger - Remix,11,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 53 Choral: ""Zwar ist solche Herzensstube""",0,2
Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",1,3
Paul Simon,I Am a Rock - Alternate Version,22,2
Logic,1-800-273-8255,79,2
Kanye West,POWER,79,1
Wolfgang Amadeus Mozart,"Flute Concerto in D Major, K. 314: I. Allegro aperto",0,3
Incubus,Drive,75,0
Bob Seger,Rock And Roll Never Forgets - Live/Remastered,27,1
Jay Farrar,These Roads Don't Move,22,0
Farizki,Panda - Remix,46,4
Houndmouth,Sedona,68,4
San E,Ballad Rap (feat. GA EUN),13,2
Bad Company,Crazy Circles - Live At Red Rocks,15,1
BTS,Butter (Sweeter Remix),66,0
Virzha,Tentang Rindu,66,4
Quarterflash,Harden My Heart,15,4
BTS,24/7=Heaven,58,0
Jimmy Buffett,Rockefeller Square,11,0
THE ANXIETY,Meet Me At Our Spot,92,4
Peter Erskine,I'm Glad There Is You,52,3
Kanye West,Praise God,89,4
Calvin Harris,One Kiss (with Dua Lipa),82,0
Everclear,Father Of Mine,67,0
Mawar de Jongh,Sedang Sayang Sayangnya,61,2
Richard Thompson,Oops! I Did It Again,30,1
Gordon Lightfoot,Song for a Winter's Night,35,2
Vince Guaraldi Trio,Pebble Beach,50,3
Laura Bell Bundy,Serious - Reprise,40,2
Cavetown,Devil Town,81,4
HEIZE,Don't Make Money,22,4
ATEEZ,Not Too Late,60,0
Frédéric Chopin,"Nocturnes, Op. 27: No. 2, Lento sostenuto in D-Flat Major",0,3
Cliff Richard,Sealed with a Kiss,19,2
Jacquees,B.E.D.,72,4
Joyner Lucas,Your Heart,80,0
Jonas Brothers,What A Man Gotta Do,75,4
Isaac Hayes,Hung Up On My Baby,57,0
Little Mix,Shout Out to My Ex,78,0
Carrie Underwood,Love Wins,28,4
12mé,La bonne parole,0,0
RAN,Selamat Pagi,57,0
Iksan Skuter,Yang Kuingat Darimu,30,0
Wayne Newton,Danke Schoen,58,2
Wolfgang Amadeus Mozart,"Violin Concerto No. 2 in D Major, K. 211: III. Rondeau, Allegro",1,3
Zephaniah OHora,All American Singer,22,0
Farizki,Still into You - Drill Remix,65,1
JVKE,this is what falling in love feels like,80,2
Billy Joel,"It's Still Rock and Roll To Me - Live in Moscow & Leningrad, Russia - July/August 1987",24,1
KaspaHauser,It's All Good,58,0
Randy Travis,Diggin' Up Bones,20,0
Polo G,Pop Out (feat. Lil Tjay),81,4
Teza Sumendra,"I Want You, Love",50,2
Bruno Mars,Versace on the Floor,76,4
The Black Crowes,Bad Luck Blue Eyes Goodbye,40,4
Jon Wolfe,Heart to Steal Tonight,35,4
Eric Nam,I Don't Know You Anymore,70,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 51 Terzetto: ""Ach, wann wird die Zeit erscheinen?""",0,2
Boombastic,Starry Eyed Surprise,0,0
Brabo Gator,Smile Again (feat. Ky Rodgers),21,4
Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",83,4
Foreigner,Urgent - Live,19,1
Idgitaf,Hal Indah Butuh Waktu Untuk Datang,62,2
Bobby Darin,Dream Lover,52,2
Natasha Midori,Christ Is Enough,42,4
Rex Orange County,Television / So Far So Good,82,2
Vance Joy,Mess Is Mine,68,4
BOL4,Galaxy 우주를 줄게,63,2
Kygo,Love Me Now (feat. Zoe Wees),79,0
Coldiac,Vow - Alternate Version,51,2
DJ Apriyantoft,Dj Move Your Body Slow Beat Viral,41,0
The Revivalists,Wish I Knew You,70,0
Paul McCartney,Caesar Rock,27,0
Jon Pardi,Dirt On My Boots,72,0
Bryson Tiller,Years Go By,58,4
Foghat,It's Too Late - 2016 Remaster,15,4
RADWIMPS,Dream lantern,64,4
Chancellor,AUTOMATIC,56,0
Red Garland,Estrellita,53,3
Bazzi,3:15,68,0
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),80,2
George Strait,Murder On Music Row,51,4
Bill Champlin,Gotta Get Back to Love,28,0
George Thorogood & The Destroyers,Rockin' My Life Away - Remastered,17,0
Metric,Black Sheep - Brie Larson Vocal Version,69,4
Bruno Mars,Locked Out of Heaven,2,0
WONHO,Ain't About You (feat. Kiiara),57,0
Yes,Roundabout - 2003 Remaster,65,4
Lyodra,Pesan Terakhir,78,2
Lil Uzi Vert,Money Longer,76,4
Phil Collins,In The Air Tonight - 2015 Remastered,77,2
Red Hot Chili Peppers,Can't Stop,81,0
Mujo,Panacea,57,3
BTS,Converse High,59,0
12mé,Jazz Session,0,2
Taylor Swift,I Almost Do (Taylor's Version),82,4
Joe Cocker,When the Night Comes,17,4
Tasya Rosmala,"Lungamu Ninggal Kenangan (Golek Liyane) [Live at Hot FM, 2020]",7,2
BTS,00:00 (Zero O’Clock),73,4
Adam Hambrick,Looking Out For Me,24,4
Jay Park,All I Wanna Do,69,0
Waylon Jennings,Waltz Across Texas,21,2
Jimi Hendrix,All Along the Watchtower,77,4
BTS,ON (Feat. Sia),65,4
Vita Alvia,Serba Salah,2,0
Padi,Kasih Tak Sampai,59,2
Wonder Girls,Tell Me - Rap Version,40,0
The Band,"Chest Fever - Live At The Academy Of Music, New York, 1971 / Remastered 2001",18,1
Passion Pit,Take a Walk,70,4
Eagles,One of These Nights - 2013 Remaster,71,0
SEVENTEEN,Oh My!,62,0
T-ARA,TIKI TAKA,60,0
Chase Atlantic,Swim,80,4
WONWOO,Bittersweet (feat. LeeHi),66,0
Dan Fogelberg,"Tucson, Arizona (Gazette)",29,1
Ariana Grande,Stuck with U (with Justin Bieber),85,1
CHUNG HA,Bicycle,67,0
Julianne Hough,"Hopelessly Devoted To You - From ""Grease Live!"" Music From The Television Event",40,2
GRiZ,Ease Your Mind,52,0
Pi’erre Bourne,Drunk And Nasty (feat. Sharc),79,4
Carly Simon,Love Of My Life,28,2
Sharzy,Keep da Vibes Going,0,0
Issam Alnajjar,One Of A Kind,35,0
Starland Vocal Band,Hail! Hail! Rock and Roll!,18,0
Andy Grammer,Keep Your Head Up,73,0
SAMSONS,Kisah Tak Sempurna,28,4
BLACKPINK,Hope Not,62,2
Ronnie Dunn,Grown Damn Man,25,0
Big Sean,I Don't Fuck With You,76,4
Antartick,Indonesia Kita,0,2
Daryl Hall & John Oates,Kiss on My List,20,0
First and Forever,One More Time,26,4
The Band,"Up On Cripple Creek - Live At The Academy Of Music, New York, 1971 / Remastered 2001",17,1
Ludovico Einaudi,Fuori dalla notte,0,3
Via Vallen,Sayang,56,2
Symphony Worship,Kubersyukur Bapa,50,2
Alika,Aku Pergi,52,2
Mc Kresha,Ky Tipi,26,4
Linda Ronstadt,We Will Rock You,21,2
Halsey,"I am not a woman, I'm a god",73,4
NIKI,Split,69,2
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 19 Aria: ""Schlafe, mein Liebster, geniesse der Ruh""",0,2
Chicago,If You Leave Me Now,27,4
Fetty Wap,679 (feat. Remy Boyz),76,1
Nat King Cole,Orange Colored Sky,59,2
Dean Martin,"Let It Snow, Let It Snow, Let It Snow - Remastered",0,2
Norah Jones,Christmas Don't Be Late,60,2
Ganzo,Mindgames,56,3
Slank,Rhapsody Indonesia - Live In Potlot,8,4
Pantera,Walk,74,0
WINARTA,Next To Me,32,4
BLACKPINK,Kick It,64,4
Weird Genius,LATHI (with Sara Fajira),60,4
Lindsey Buckingham,Rock Away Blind,10,4
Charley Crockett,This Foolish Game,41,2
Galdive,Sweet Sugar Getaway,34,4
John Mellencamp,R.O.C.K. In The U.S.A.,15,1
CL,Hello Bitches,71,0
Orsten,Fleur Blanche,59,0
Meat Loaf,Paradise By the Dashboard Light,16,1
The Mavericks,Foolish Heart,36,2
Dua Lipa,Levitating - Don Diablo Remix,1,4
Nat King Cole,Almost Like Being In Love - Remastered,55,2
Yusef Lateef,Love Theme From Spartacus - Remastered,56,3
The Weeknd,After Hours,77,4
Galdive,5AM,32,2
TV Girl,Lovers Rock,79,0
Dreamcatcher,BOCA,65,0
A Tribe Called Quest,Scenario - LP Mix,61,0
The Sweetgreens,Moon River,61,3
First and Forever,In Loving Memory,40,1
Grateful Dead,"Around and Around - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",21,1
Emmylou Harris,Hello Stranger - Live,28,1
Ten2Five,ANJU AHU,0,2
SEVENTEEN,Fear,60,0
Weeekly,After School,77,0
Otto,Si Tole,0,2
Ruel,Painkiller,74,4
KAI,Nothing On Me,60,4
Hunter Hayes,Wanted,69,4
WINARTA,One Love,37,4
Rick Springfield,Woman,19,4
D.O.,Rose,67,2
Nitty Gritty Dirt Band,Will the Circle Be Unbroken,20,2
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",79,4
Kanye West,Father Stretch My Hands Pt. 1,80,1
Lou Donaldson,Autumn Nocturne,63,2
Crossfade,Cold,69,0
BTS,Danger,71,4
Fall Out Boy,Uma Thurman,69,0
John Denver,"Please, Daddy (Don't Get Drunk This Christmas)",36,2
Caravan Palace,Lone Digger,60,0
Nirvana,Heart-Shaped Box,79,4
Music Travel Love,Tequila (Live in Aspen),52,2
The B-52's,Love Shack,72,1
Heart,What About Love? - Remastered,37,2
Dean Friedman,Lydia,36,4
Atlanta Rhythm Section,Sky High,21,2
Daryl Hall & John Oates,Say It Isn't So,46,0
Dierks Bentley,Hold The Light,43,2
Korn,Falling Away from Me,73,4
Lady Gaga,Bad Romance,82,0
Trey Songz,Bottoms Up (feat. Nicki Minaj),73,4
Kaleb J,Now I Know,74,4
Cream,White Room,72,4
BTS,We Are Bulletproof Pt.2,68,0
Iksan Skuter,Aku Tetaplah Bayimu,28,0
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",78,1
Wolfgang Amadeus Mozart,"Serenade No. 6 in D Major, K. 239 ""Serenata notturna"": II. Minuetto",0,2
Mitski,First Love / Late Spring,79,4
The Outfield,Young Love,27,0
EST Gee,Special Remix,6,4
Wolfgang Amadeus Mozart,"Horn Concerto No. 4 in E-Flat Major, K. 495: II. Romanza (Andante cantabile)",0,3
Brad Paisley,A Man Don't Have to Die,36,0
Three Days Grace,Riot,70,4
Hindia,Secukupnya,69,0
Loop Schrauber,Space Maneuvers,56,4
Matt Maltese,As the World Caves In,78,4
Jelly Roll,Smoking Section,60,4
Hara Noda,Night Swimmer,60,3
Pink Floyd,Comfortably Numb,74,4
Ritt Momney,Put Your Records On,81,4
Nicki Minaj,High School,67,4
Sless Praismo,Daily Routine,56,2
Fuat Saka,Rapatma 1 - Ula Ula,13,0
Britney Spears,Circus,76,0
Jay Park,The Purge,58,0
Lydia Baskow Trio,Nuages ​​Creux,62,2
The Moody Blues,Rock 'N' Roll Over You,37,1
Travie McCoy,Billionaire (feat. Bruno Mars),73,0
50 Cent,In Da Club,73,0
Bruce Springsteen,Born in the U.S.A.,75,4
Magpie Jazz Trio,New Hampshire,60,3
Rich Brian,Occupied,47,0
BTS,Tear,63,0
Molly Hatchet,Good Rockin',29,0
Atlanta Rhythm Section,Outside Woman Blues,23,0
Nat King Cole Trio,'Tis Autumn,58,2
STARSET,My Demons,74,4
